"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","3326",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","2857",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","2201",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","1681",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","1064",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","553",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","268",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","190",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","125",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","83",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","57",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","48",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","29",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","18",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","8",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","8",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","8",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","3",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","1",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","1",""
"Puerto Rico","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","102",""
"Puerto Rico","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","1.2",""
"Puerto Rico","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0",""
"Puerto Rico","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0",""
"Republic of Moldova","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","1","1"
"Republic of Moldova","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","0",""
"Republic of Moldova","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0",""
"Republic of Moldova","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0",""
"Réunion","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","14.8","1"
"Réunion","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","14.8",""
"Réunion","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","14.8",""
"Réunion","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","14.8",""
"Réunion","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","14.8",""
"Réunion","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","14.8",""
"Réunion","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","10.3",""
"Réunion","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","10.1",""
"Réunion","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","0",""
"Romania","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","2229",""
"Romania","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","1402",""
"Romania","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","963",""
"Romania","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","382",""
"Romania","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","13",""
"Romania","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","5",""
"Romania","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","2",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","10",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","10",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","10",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","10",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","10",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","10",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","10",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","10",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","10",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","9",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","9",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","7",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","3",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","3",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","2",""
"Russian Federation","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","2",""
"Serbia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","320","1"
"Serbia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","320",""
"Serbia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","320",""
"Serbia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","320",""
"Seychelles","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","6",""
"Seychelles","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","0",""
"Seychelles","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0",""
"Seychelles","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0",""
"Slovakia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","2",""
"Slovenia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","4",""
"Slovenia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","0",""
"Slovenia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0",""
"Slovenia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0",""
"Slovenia","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","0",""
"Slovenia","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","0",""
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","17","1"
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","17","1"
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","17","1"
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","17","1"
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","17","1"
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","17",""
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","17",""
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","17",""
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","17",""
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","17",""
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","10","1"
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","10","1"
"South Africa","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","0",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","22958",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","22789",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","21529",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","20693",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","19176",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","16555",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","14820",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","11722",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","9918",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","8317",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","5945",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","4891",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","3397",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","2206",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","1613",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","848",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","420",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","227",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","98",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","41",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","34",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","33",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","3",""
"Spain","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","2",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","81.45",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","76",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","36",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","33",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","3",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","0.48",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","0.48",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0.48",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0.48",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","0.48",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","0.48",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","0.6",""
"St. Pierre-Miquelon","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","0.6",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","4194",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","3607",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","2769",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","2019",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","1448",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","814",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","710",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","516",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","493",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","452",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","399",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","357",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","295",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","209",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","196",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","174",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","123",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","105",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","67",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","40",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","29",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","20",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","12",""
"Sweden","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","8",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","60",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","49",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","46",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","42",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","18",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","14",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","12",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","12",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","12",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","9",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","5",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","5",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","5",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","3",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","3",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","3",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","2",""
"Switzerland","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","300","1"
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","3","1"
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","3","1"
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","3",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","3",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","0.2",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","200",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","173",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","53",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","53",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","53",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","19",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","19",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","19",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","19",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","19",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","19",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","11",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","11",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","11",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","0",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","0",""
"Tunisia","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","0",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","2754",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","2260",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","1728",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","1319",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","791",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","363",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","145",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","58",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","18",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","18",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","18",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","18",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","18",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","18",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","8",""
"Turkey","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","7",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","248","1"
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","248",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","146",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","88",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","86",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","82",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","82",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","82",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","65",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","55",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","55",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","47",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","36",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","17",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","8",""
"Ukraine","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","9",""
"United Kingdom","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","9082",""
"United Kingdom","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","7619",""
"United Kingdom","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","5209",""
"United Kingdom","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","4341",""
"United Kingdom","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","3229",""
"United Kingdom","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","2409",""
"United Kingdom","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","1850",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","59923",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","59036",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","45647",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","39122",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","34295",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","24651",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","16515",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","11329",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","8706",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","6456",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","5995",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","4417",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","3864",""
"United States","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","2377",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","2251",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","9",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","14",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","8",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","8",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","8",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","1",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","0",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","0",""
"United States","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","0",""
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","39.1",""
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","37.2",""
