"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Kenya","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","5.7","1"
"Kenya","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","2.3","1"
"Kenya","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","0.1","1"
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","477",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","443",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","407",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","379",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","346",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","194",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","192",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","171",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","96",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","27",""
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","18","1"
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","12","1"
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","9","1"
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","3","1"
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","2","1"
"Korea, Republic of","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","1","1"
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","67",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","59",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","35",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","28",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","26",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","26",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","26",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","26",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","26",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","26",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","25",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","23",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","1",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","1",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","1",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","1",""
"Latvia","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","1","1"
"Latvia","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","1","1"
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","279",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","275",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","202",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","133",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","98",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","54",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","47",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","31",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","1",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","1",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","0",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","0",""
"Lithuania","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","0",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","58",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","58",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","45",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","44",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","43",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","43",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","35",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","35",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","35",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","35",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","21",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","14",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","14",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","14",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","14",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","10",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","4",""
"Luxembourg","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","2",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","1.1",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","1.1",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","1.1",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","1.1",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","1.1",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","1.1",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","1.1",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","1.1",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","1.1",""
"Martinique","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","1.1",""
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","1.28",""
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","1.28",""
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","1.28",""
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","1.28","1"
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","1.28","1"
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","0.5","1"
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","0.5","1"
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","0.5","1"
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","0.5","1"
"Mauritius","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","0.5","1"
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","598",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","598",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","87",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","85",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","85",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","85",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","85",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","85",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","2",""
"Mexico","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","2",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","250",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","250",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","250",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","221",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","221",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","114",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","114",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","54",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","54",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","0",""
"Morocco","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","0",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","2010",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","1728",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","1604",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","1790",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","1778",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","1719",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","1399",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","1296",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","1056",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","892",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","757",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","556",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","425",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","392",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","360",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","322",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","284",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","261",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","220",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","132",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","116",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","92",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","79",""
"Netherlands","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","48",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","37.5",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","37.5",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","36.9",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","37.04",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","32",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","32",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","28",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","22.5",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","17",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","11",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","6",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","5",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","5",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","5",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","5",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","3",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","3",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","0.31",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","0.31",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","0.31",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","0.31",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","0.31",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","0.01",""
"New Caledonia","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","0.01",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","623",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","623",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","623",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","524",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","497",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","322",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","320",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","169",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","168",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","166",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","72",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","54",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","36",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","36",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","36",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","36",""
"New Zealand","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","4",""
"Nicaragua","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","147",""
"Nicaragua","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","146",""
"Nicaragua","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","63",""
"Nicaragua","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","63",""
"Nicaragua","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","40",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","705",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","705",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","512",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","425",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","423",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","395",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","348",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","284",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","265",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","152",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","97",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","97",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","13",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","13",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","14",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","5",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","4",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","4",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","3",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","3",""
"Norway","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","3",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","614.2",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","571",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","522.7",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","475.9",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","374.3",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","250.4",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","186",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","102",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","23.9",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","8.5",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","8.5",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","8.5",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","5",""
"Other Asia","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","2.6",""
"Pakistan","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","0",""
"Pakistan","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","0",""
"Pakistan","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","0",""
"Pakistan","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","0",""
"Pakistan","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","0",""
"Pakistan","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","0",""
"Pakistan","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","0",""
"Pakistan","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","0",""
"Pakistan","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","0",""
"Panama","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","20",""
"Panama","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","0",""
"Panama","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0",""
"Panama","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","0.7",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","0.7",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","0.7",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","0.7",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","0.7",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","0.7",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","0.7",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","0.7",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","0.7",""
"Peru","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","0.7",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","150","1"
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","150",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","115",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","71",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","63",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","33",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","25",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","25",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","26",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","0",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","0",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","0",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","0",""
"Philippines","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","0",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","3429",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","2564",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","1800",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","1108",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","709",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","526",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","306",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","172",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","121",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","40",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2003","Kilowatts,  thousand","35",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2002","Kilowatts,  thousand","32",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2001","Kilowatts,  thousand","19",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","2000","Kilowatts,  thousand","4",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","1999","Kilowatts,  thousand","3","1"
"Poland","Electricity - net installed capacity of electric power plants, public wind","1998","Kilowatts,  thousand","2","1"
"Poland","Electricity - net installed capacity of electric power plants, public wind","1997","Kilowatts,  thousand","0","1"
"Poland","Electricity - net installed capacity of electric power plants, public wind","1996","Kilowatts,  thousand","0","1"
"Poland","Electricity - net installed capacity of electric power plants, public wind","1995","Kilowatts,  thousand","0","1"
"Poland","Electricity - net installed capacity of electric power plants, public wind","1994","Kilowatts,  thousand","0",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","1993","Kilowatts,  thousand","0",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","1992","Kilowatts,  thousand","0",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","1991","Kilowatts,  thousand","0",""
"Poland","Electricity - net installed capacity of electric power plants, public wind","1990","Kilowatts,  thousand","0",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","4609",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","4411",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","4255",""
"Portugal","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","3796",""
